geno	ID	STC_19	DTP_19	EH_19	PH_19	FLH_19	TE_19	TIL_19	LA_19	EL_19	EW_19	KRN_19	GER_19	NEL_19	SL_19	GER_21	LA_21	EH_21	FLH_21	PH_21	TIL_21	TBN_21	DTP_21	AC_21	DTS_21	SC_21	ASI_21	TE_21	TPF_21	SL_21	EL_21	EW_21	COV_21	SOL_21	TP_21	CUR_21	PH_22	FLH_22	EH_22	LA_22	NES_22	TIL_22	TBN_22	EL_22	SL_22	EW_22	COV_22	SOL_22	TP_22	CUR_22	TPF_22	STC_22	DTP_22	AC_22	DTS_22	SC_22	HP_22	TE_22	Carb_Starch.BLUP	Carb_Total.Polysaccharides.BLUP	Carb_WSP.BLUP	Carb_Glucose.BLUP	Carb_Fructose.BLUP	Carb_Sucrose.BLUP	Carb_Total.Sugar.BLUP	Vol_beta_pinene	Vol_β_Myrcene	Vol_beta_ocimene	Vol_linalool	Vol_DMNT	Vol_benzyl_acetate	Vol_methyl_salicylate	Vol_Phenethyl_acetate	Vol_Indole	Vol_methyl_antranilate	Vol_cyclosativene	Vol_epi_sesquithujene	Vol_β_trans_Caryophyllene	Vol_trans_α_Bergamotene	Vol_β_Farnesene	Vol_Humulene	Vol_Germacrene_D	Vol_β_Bisabolene	Vol_β_Cadinene	Vol_γ_Cadinene	Vol_Cadina_diene	Vol_trans_Nerolidol	Vol_TMTT	Vol_Caryophyllene_epoxide	pg21_BLUE	pg28_BLUE	ww21_BLUE	ww28_BLUE	adjpg21_BLUE	adjpg28_BLUE	spg21_BLUE	spg28_BLUE	sww21_BLUE	sww28_BLUE	sadjpg21_BLUE	sadjpg28_BLUE
K115-11-1-1-1-1-1-1B-1	K115-11-1-1-1-1-1-1B-1	11.97367409	58.20461915	38.259635	151.0686146	108.7790171	41.82202704	0.995286088	31.19294068	148.1342661	33.59510233	16.1380349	92.44070947	4.303520112	67.86078436	40.37260417	33.52227561	28.68683091	84.66736875	122.5077056	1.079213874	12.74071008	65.9667921	-0.016918408	66.83193551	-0.018925515	-0.820799585	37.71623184	0.960067516	6.447390223	14.70137844	3.290563392	0.808415832	0.940138215	106.7847732	12.68529545	124.1588057	86.88713717	26.86413331	37.84820566	1.81498684	0.193436447	11.23512836	15.75101174	4.542682394	3.008300813	0.819997927	0.910340301	91.52131328	16.82964782	0.934139066	50.07336166	63.65941211	-0.011218585	65.60943503	-0.001406883	1.271377725	37.1850637	NA	NA	NA	NA	NA	NA	NA	173318.6667	42159	156903.6667	534573	3660502.667	43840	8265	14786.33333	4040931.667	47709.66667	369618.6667	41305.66667	110392.3333	1187444.667	3080635.667	97454.66667	76048.66667	28327	35513	33430	111941.3333	42541.66667	243934.3333	3153.666667	13.94827012	23.03669289	74.53375085	57.10254338	86.29829302	52.08584185	NA	NA	NA	NA	NA	NA
K120-1-1-1-1-1-2-1	K120-1-1-1-1-1-2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.57053518	47.46662341	31.72776093	99.5114378	132.0204612	0.516475845	16.09417682	61.44636067	-0.016918181	61.02443876	-0.020325155	0.244330822	32.62288334	0.909366093	5.215094331	14.31875162	3.2302027	0.836629658	0.944507632	97.12360389	13.79248934	125.9538769	94.27339204	28.90827998	45.80632211	2.176092441	0.016423672	13.37922888	14.30276732	7.133857416	3.2144304	0.817835893	0.917065196	75.46506523	14.47124777	0.900881598	50.40648152	59.98686364	-0.011218449	62.88340998	-0.001404389	2.323458249	32.28961401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K127-1-1-1-2-1-1-1-1	K127-1-1-1-2-1-1-1-1	10.90647569	59.14836439	31.09507993	129.4038805	98.0070372	30.95592234	0.111606205	36.49346972	120.1100302	37.55640042	15.00750573	84.37123249	4.037204525	65.11077915	0.467894998	36.19312871	7.427207198	66.72031119	92.39831652	-0.136638782	0.639247617	NA	NA	NA	NA	NA	26.43288614	NA	NA	NA	NA	NA	NA	NA	NA	108.9680067	83.13715481	25.67739711	44.03754091	1.592759853	-0.410274379	11.88298447	10.49476116	8.895032701	2.952500633	0.829154891	0.928173391	61.68733778	15.23440185	0.838160505	32.30831393	67.12089093	-0.01121841	67.40483743	-0.001403506	0.948727702	26.1968873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.43921605	5.929989838	75.43450228	62.50005809	81.66984844	15.81332169	NA	NA	NA	NA	NA	NA
K15-1(X9)	K15-1(X9)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.98447886	34.55022614	10.95429294	64.9971757	88.26694768	0.118629298	14.84401651	62.15413694	-0.016918283	64.89832434	-0.020358468	-2.799550064	23.02368842	0.931155845	6.969207846	12.49845926	3.192147366	0.860466024	0.959913009	69.60462491	9.055006591	80.10890262	60.07740348	7.176855935	40.55012971	1.370542253	0.185918189	14.12681835	10.44079219	8.478240164	2.630341203	0.823982018	0.902694203	73.75781204	13.26462166	0.971405837	28.37330925	60.93236624	-0.011218591	63.41078958	-0.001410353	3.820944919	19.92070291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K164-1-1-1-1-1	K164-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.20484983	34.30107791	39.6863034	112.714876	145.5308605	0.45038597	6.830030382	58.83805299	-0.016918396	59.62517492	-0.024411004	-0.791171464	32.4535446	0.895459348	5.325309651	12.65532277	3.588151198	0.826744877	0.937718143	91.84031027	20.48587274	106.6717557	70.87984892	14.50348327	35.51014532	1.675840783	0.249660939	2.077455061	10.46893879	6.895538415	2.71547093	0.833684967	0.917212989	67.47028524	16.96248303	0.888850226	38.57645053	60.36182556	-0.012327437	63.35144315	-0.001407856	1.537037417	35.91711948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K169-1-1-1-2-2	K169-1-1-1-2-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.15881699	43.54993988	27.58478602	86.62546239	117.7697858	0.33130185	10.0312068	58.79769491	-0.016917994	58.56582692	-0.017928662	0.203331064	31.32243044	0.866410236	8.759632505	13.48328502	3.559217932	0.825639399	0.924045208	113.5050161	12.48965245	112.1645263	79.66101558	27.06205203	43.60101497	1.676094364	0.17457074	7.807689193	12.99150611	11.9650218	3.512413254	0.814042539	0.92725732	75.75049868	13.71265347	0.956885335	45.09362503	59.42948906	-0.011218922	59.99339523	-0.001411142	3.498568712	32.19660036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K192-1-1-1-1-1-1-1	K192-1-1-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.4430058	44.96673801	22.83368714	73.06643134	100.2642307	0.962637119	8.034703749	56.03634541	-0.016918322	54.76069311	-0.018114046	1.21150871	27.25320504	0.89657923	7.502200354	10.80015048	3.562101974	0.854633692	0.956731971	84.58618514	11.09352939	67.83792229	48.01029753	5.709178626	46.31422823	1.092759101	2.288919475	3.149567634	NA	NA	NA	NA	NA	NA	NA	NA	38.93074687	58.01655281	-0.011218724	56.04497287	-0.00140749	2.459616481	20.00386755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K43-1-1-1-1-1-1-1	K43-1-1-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.01999375	44.29985915	9.310970137	82.28052105	110.2170015	1.950486879	11.81413149	62.96718934	-0.016918392	62.82812486	-0.023708357	0.175145172	27.65180639	0.855571966	6.169608916	13.70397657	3.6441776	0.832242062	0.929214758	70.59888243	19.12666048	130.6571557	99.15220358	18.52130039	54.44742465	1.546639025	1.460761373	12.47520566	13.23686059	5.739751597	3.297544793	0.831106643	0.933086631	62.41331886	11.04079826	0.841056188	38.32457248	67.41543566	-0.004500263	68.78735148	0.002397894	1.644604332	30.8692604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K52-2-1-1-1-1	K52-2-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.83495415	38.63363586	24.51865503	87.14731003	123.5276883	0.713360849	8.118105075	66.59275211	-0.016918265	69.06923444	-0.018591613	-2.494725941	36.36751472	0.966767003	15.8564576	11.86655524	2.680488666	0.83657864	0.909847525	68.50262541	19.26532567	131.3050865	93.68849554	28.57259676	33.23989022	1.921630957	1.031177987	12.66407921	11.02450349	16.25142742	2.579514703	0.783534429	0.887985886	64.46942888	13.96942444	0.903505619	85.08564839	62.34463699	-0.011218551	66.05473875	-0.001404023	3.163915837	37.66995848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K88-2-1(x4)-2-1	K88-2-1(x4)-2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.637833063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L108-1-1-1-1-1-1	L108-1-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.14514097	47.10644282	20.65112192	69.64018179	95.32392099	1.196624324	9.977589257	58.28217373	-0.016918452	61.03625911	-0.022013361	-2.782997885	25.89877202	0.858793264	9.436853956	14.41580983	3.322201378	0.815605054	0.926488191	75.28402743	19.52320156	64.64408555	41.33280386	7.872131319	30.89467258	1.426096636	0.687430376	7.488105716	12.07056947	9.310329441	2.743196945	0.815296335	0.909096262	54.00121581	9.277845174	0.903682735	65.29380874	59.15585533	-0.011218724	63.55538637	-0.00141104	2.491215642	23.06477431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L108-2-1-1	L108-2-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.37935992	59.46629666	30.53774064	84.76420116	107.8178343	0.031768647	9.512506388	58.3719918	-0.016918316	58.16586946	-0.021545258	0.193227327	22.96713377	0.950474093	6.789697846	15.37665089	3.398504347	0.830650022	0.9374826	79.64702242	15.52542659	92.38204391	62.34310332	15.95635091	56.64475084	1.592762216	0.775762492	5.884869475	13.53479956	5.715600665	3.331349491	0.81122613	0.931081182	86.66718227	11.25291265	0.902917699	65.05378927	57.92412793	-0.01121849	59.53423167	-0.001407062	1.265540781	29.30053954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L125-1-1-1	L125-1-1-1	10.48164473	58.00792941	32.3676913	141.8371334	109.1495423	32.49556458	0.447682968	40.53685761	123.7227909	33.09777683	15.55553663	80.64682989	6.526228749	85.73577093	47.9445058	51.46643638	23.76283196	88.96786242	120.8598607	0.130386945	7.64327826	64.41241145	-0.01691853	64.04665587	-0.021724111	0.234517115	31.79884233	0.932400849	10.08668284	10.73406929	3.071981184	0.835251047	0.955700613	83.93340105	14.54308354	93.79148468	64.54096707	18.47236875	58.96858309	1.342761286	0.849186937	4.012752794	9.167756335	9.163776079	2.54503109	0.86062581	0.936481023	69.24475075	8.347472961	0.91621929	98.4834614	60.53586499	-0.01121854	63.69963538	-0.002113973	3.009170932	29.48122109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.48990084	24.4966923	76.22101852	59.00253368	60.7183463	59.18951299	NA	NA	NA	NA	NA	NA
L17-1-1-1-1-1	L17-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L185-1-1-1-1-3-1	L185-1-1-1-1-3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.46548681	40.71655055	26.58012563	96.13564192	130.2248075	1.44617821	9.898450467	59.61533313	-0.016918347	60.06227101	-0.010591278	-0.475162481	34.95280093	0.801143053	6.60225109	13.06727784	3.112051127	0.827027269	0.939338663	78.70283239	13.52957696	78.36574439	94.41105172	55.75022366	45.46094862	1.759427449	0.339671399	6.20103897	12.26090784	5.452647334	2.699317172	0.828001719	0.920611519	60.53166184	16.91096472	0.944698388	47.06249794	62.45790259	-0.011218686	61.16600309	-0.001410439	1.307545658	-16.03340069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L25-1-1-1-1-1	L25-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.24498633	44.30037938	37.75242532	109.2046848	134.6822254	0.44665977	18.83953591	63.12191385	-0.016918076	64.21100623	-0.019670925	-1.150700622	25.15792898	0.909157345	11.84526283	14.26398855	4.071099146	0.815852724	0.944357878	119.5584343	15.50221763	123.6954641	100.4959146	31.00922222	41.10731775	2.203870381	0.48110037	20.25903112	12.12197536	6.427822573	3.531873654	0.813982215	0.937259511	96.48745002	13.3612187	0.899687238	54.06548693	62.83335547	-0.011218484	62.87162188	-0.001406348	2.760273593	23.37282399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L48-1-1-1-1-1	L48-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.00069716	45.20012315	35.49422296	104.3012296	140.6207353	1.786902447	8.40854468	66.99675468	-0.025377361	65.70975359	-0.030540665	1.286593462	36.57616639	0.885036633	7.081574931	12.50695808	3.302778772	0.843470945	0.943040052	91.52021591	16.19587065	143.4385286	103.8208751	28.75709203	46.84617179	2.421635049	2.237087646	9.454494484	13.20369624	8.884237904	3.07401646	0.829755369	0.933839409	83.59541922	9.510351936	0.948038458	17.46882642	62.84736615	0.322114615	63.17612862	0.331924582	2.449535306	39.30786041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Late_Mammoth	Late_Mammoth	9.145945343	64.1923937	56.16263107	210.0983346	170.0053333	40.40881169	1.804184769	28.96796	160.9714638	45.55606815	12.01558206	35.05184831	6.244872106	123.8607796	70.89691357	42.96626013	53.17770638	143.3588285	190.5793338	1.759885771	10.42841715	65.21219439	1.649748082	65.55778247	1.646351732	-0.448780622	47.21442538	0.885050925	6.407653856	15.90297687	5.040072587	0.775953183	0.937081102	101.3899569	27.33276194	170.6708847	132.8026517	39.12009873	41.79803303	1.42609695	0.60943102	11.42827964	13.33419437	9.811158235	3.968596396	0.806574466	0.943806372	79.33526133	16.40101279	0.881676431	59.10122807	66.30174007	0.988781464	68.74285204	1.665261513	3.501868894	37.98989741	NA	NA	NA	NA	NA	NA	NA	6874	22155	120313	305055	2449278	24506	8824	42716	42897	15287	106663	20268	1667253	194549	1349396	398616	1614966	116145	51026	155220	295184	58901	700346	45524	77.42935901	107.2100017	70.33463326	44.10000452	260.4946889	191.7889166	77.79219442	107.2100578	70.46770023	44.10000801	262.5917229	191.7889845
Luther_Hill	Luther_Hill	9.337895756	49.57890387	15.21996059	105.6698367	73.27434354	32.26166111	2.577482578	37.12830549	91.8783559	22.30505101	9.580194434	72.63569105	2.289539168	103.9857856	78.48946456	46.54964595	21.01664135	66.82930057	96.82524655	0.601279743	6.702475424	49.33104072	1.983081713	47.45534123	1.980318353	1.858728882	30.2407401	0.969857135	5.979392	9.74606741	2.898491782	0.785453641	0.919019986	63.08710273	18.49611086	87.00816756	55.42498983	13.63680004	46.65233942	1.426092587	1.113776571	3.133737228	8.034294373	4.626651144	2.438292632	0.832394965	0.935426113	51.64339505	10.81709415	0.897837942	80.21931774	52.55923579	1.32211454	53.01402808	1.998591351	1.158686419	31.46699352	15.72989094	35.96028616	20.89313354	4.075889456	4.618337809	12.53636036	19.44754217	1490	20937	117252	686526	1824379	45459	982	17414	2915402	40715	207339	58849	34552	1333514	1717518	8676	54480	68735	41083	133062	187442	39868	567292	2291	116.8509613	99.76000109	62.33375085	45.60002407	309.6777715	183.3823646	117.6367791	99.76006368	62.4261965	45.60003053	312.9954129	183.3826543
M126-1-1-1-2-2-3-1-2-1	M126-1-1-1-2-2-3-1-2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.80009592	49.63378046	34.21401345	110.9779555	153.2979599	1.055355863	8.362216906	63.0784433	0.31641506	64.56057486	0.307107135	-1.490865928	41.86163467	0.909677006	10.85320182	15.48923827	3.790615763	0.82796733	0.950143377	92.99272682	17.51618424	159.7296301	116.686278	29.36258195	51.05702736	1.842761156	1.353385651	8.00823431	15.17424968	15.10070448	3.38026995	0.82798834	0.913138901	73.83412774	10.21651957	0.961527059	70.5557617	59.43624375	1.322114806	60.70767387	1.998590994	3.907476517	43.23290721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M23	M23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.0323397	46.0501175	17.54753768	67.70101037	94.31554251	1.318453037	5.108464042	51.96776718	0.316414958	52.20075261	0.309055895	-0.164533483	27.04285838	0.933762666	5.823412062	10.76561032	2.464311983	0.85920566	0.942187632	58.08984573	9.316833733	124.0767296	85.75703845	26.81059969	50.73137566	1.926095535	1.138700908	6.225908658	13.14019604	6.273120536	2.999051672	0.818708686	0.94177758	53.16360705	12.62339391	0.966970312	92.79968748	51.0535155	0.988781248	52.00152393	-0.001406677	3.652303695	38.2981973	17.18031995	33.73992975	15.62522568	4.06903075	4.613061887	9.398220804	16.97181425	75329.5	75977.5	308805	912082	1424116.5	8207.5	119747	24754.5	2301386.5	157819.5	168771.5	27202	1902308	163367	849547	365365	924621.5	61452	18546.5	203982.5	292806.5	21485.5	323604	83948.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M31-1-1-1-1-1-1	M31-1-1-1-1-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.16524559	48.85413292	27.24448912	104.4764093	134.9927502	0.814852103	12.50297559	56.0152718	-0.016918459	58.31011564	-0.026535384	-2.269337085	30.753604	0.948678768	6.593215871	13.86424843	4.051549359	0.849902399	0.958269692	105.372633	14.35400582	127.427535	92.54565492	24.86330343	50.57700562	2.092762687	0.422289571	13.53333256	13.25748521	6.55452194	3.903753665	0.774617543	0.953594003	92.31073407	13.0651654	0.942265362	90.56718297	58.02451443	-0.011218605	65.87350221	-0.001401254	2.607763426	35.21677674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M5	M5	7.145491806	66.69168358	60.64050364	199.4887154	154.9935944	43.99633621	1.707755852	33.62319098	138.1987946	34.77754641	17.9676838	54.48783306	4.650905613	77.61077334	48.20061762	35.63297729	39.31380421	125.5648331	162.3722801	0.391325059	19.53052582	66.74976186	1.316415003	66.77035314	1.646144456	-0.102675575	36.60302963	0.895696984	6.119520379	12.63649107	3.696529565	0.81967156	0.950370366	88.04422389	18.05234647	168.5648994	127.7191856	26.85167709	40.35924783	1.676095307	0.016648429	12.63048879	11.17122411	6.622422353	3.06133615	0.853189401	0.932099603	62.30681596	13.44984514	0.916241945	62.59636459	66.61772425	0.988781433	66.24499682	1.665263615	2.342151447	40.91983189	11.8382419	32.94085549	21.51234412	4.958511592	4.698238127	12.1383168	20.46694516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.95875878	150.470008	60.42924423	45.40002281	231.2181705	275.5860921	91.61872214	150.4700784	60.46896992	45.40000231	231.1341051	275.5861076
M6388	M6388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.3684441	45.70729819	38.91413304	107.3279941	132.3002126	1.405065098	12.5295152	63.89230762	-0.025377647	63.41045738	-0.03380027	0.32997375	24.13750701	0.879325802	5.983563044	13.87595349	3.773962694	0.786933641	0.927909933	94.62018524	11.43716739	130.085125	101.538081	42.69620667	51.3226699	1.759427415	0.384003178	17.26923238	13.37289571	7.772692346	3.650457337	0.814964966	0.943668863	65.6809035	14.12420823	0.827955325	81.63440962	64.63654179	-0.011218604	64.83899448	-0.001406664	1.919192839	29.03623818	20.72934494	23.80987669	2.099401541	5.944874614	5.733041347	14.13491101	25.24009383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M6411	M6411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.83404749	37.46743892	36.09929507	99.74728386	140.976561	0.408464313	13.55545459	60.09350052	1.983081615	61.44646673	-0.024243912	-1.193599541	41.33391926	0.935043507	7.45288977	13.31548896	3.216319173	0.851727435	0.943748845	60.3055042	21.02609032	134.8596581	96.29183478	29.84813192	44.34222031	1.759427858	1.211481026	14.46949289	13.97943375	8.325975217	3.4722178	0.825882313	0.923140682	65.08408681	18.33453999	0.94484399	64.75515535	58.2960902	0.65544833	59.63543918	-0.001406444	1.343984372	38.31571731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M6421	M6421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.18399297	55.46640756	20.62036875	91.25407447	126.6197077	0.409528462	11.76927358	62.43350549	-0.016918273	62.53554254	-0.015067398	-0.13796501	35.68749283	0.847215526	5.350261657	12.51193209	2.57830269	0.831785908	0.91341734	69.30873446	15.54192258	136.8463374	102.6094615	28.70088131	46.32133004	2.009432526	1.397947032	17.6847078	10.68639437	4.329212077	2.369487289	0.811832295	0.90723895	49.38675904	8.345496368	0.86871988	83.68856687	61.04009907	-0.011218647	63.58718306	-0.001405263	0.210896817	34.31469137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M822	M822	7.481644733	63.50792941	57.8676913	191.8371334	146.1495423	45.49556458	2.947682968	55.53685761	139.474118	31.63948551	12.09549119	57.59682989	4.317973339	70.11078289	84.45400177	61.88363586	47.6853217	128.39731	167.3610216	0.546694182	18.11810507	64.25941878	1.316415069	64.7359011	0.314741721	-0.494725941	38.95084805	0.857961113	6.864486787	14.78044652	3.476001655	0.813903144	0.922864508	95.01194474	14.3376461	148.0869635	105.7141554	37.7578795	56.32266437	1.842764035	0.426444652	11.03105833	12.63395893	6.14553042	2.615197644	0.810528538	0.879550204	63.89207352	13.4547795	0.967581808	58.80477881	63.49520405	-0.011218799	64.49642371	-0.001411321	1.594839988	41.90146318	14.22292177	31.95710947	17.79263408	4.690978923	4.523323528	8.906601013	17.78651453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.76856052	120.261702	72.09508019	45.25254592	290.1473004	221.9167773	81.63164679	119.4860326	72.04595475	45.41897574	291.743692	219.3921154
M90-1-1-1-2-2-1-1	M90-1-1-1-2-2-1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.54957506	54.71652665	37.86069257	113.5428329	145.409259	0.001784069	5.157828267	58.77812574	-0.016918247	57.35003268	-0.021152461	1.254194902	31.49078818	0.943559346	5.533359207	11.62778528	3.348609587	0.847705864	0.955541628	93.44334421	17.11871078	131.0040191	95.92730469	27.04178228	53.63386256	1.842758382	0.668831768	7.60788541	11.48507354	6.544529183	3.490583452	0.807920072	0.945790926	86.01058476	14.35062979	0.928313742	78.94025307	56.47433317	-0.011218438	57.08696628	-0.0014042	2.881811895	35.02763939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
